LP:                Optimal objective value is 1.968750.                                             

Branch and Bound:

   nodes     total   num int        integer       relative                                          
  310000    182.99         0              -              -                                          
  320000    188.56         0              -              -                                          
  322343    189.81         1   1.350000e+02   7.414760e-01                                          
  332343    196.64         1   1.350000e+02   7.414760e-01                                          
  342343    202.02         1   1.350000e+02   7.414760e-01                                          
  352343    207.42         1   1.350000e+02   7.414760e-01                                          
  362343    213.08         1   1.350000e+02   7.414760e-01                                          
  372343    219.18         1   1.350000e+02   7.414760e-01                                          
  382343    225.12         1   1.350000e+02   7.414760e-01                                          
  392343    231.13         1   1.350000e+02   7.414760e-01                                          
  402343    236.96         1   1.350000e+02   7.414760e-01                                          
  412343    242.91         1   1.350000e+02   7.414760e-01                                          
  422343    248.57         1   1.350000e+02   7.414760e-01                                          
  432343    254.09         1   1.350000e+02   7.414760e-01                                          
  442343    260.02         1   1.350000e+02   7.414760e-01                                          
  452343    265.36         1   1.350000e+02   7.414760e-01                                          
  462343    270.85         1   1.350000e+02   7.414760e-01                                          
  472343    276.21         1   1.350000e+02   7.414760e-01                                          
  482343    281.38         1   1.350000e+02   7.414760e-01                                          
  492343    286.35         1   1.350000e+02   7.414760e-01                                          
  502343    291.39         1   1.350000e+02   7.414760e-01                                          
  512343    296.48         1   1.350000e+02   7.414760e-01                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 135, [k, d, n] = [6, 67, 135], x = [ 3 3 2 2 2 2 2 2 2 3 0 2 2 3 2 3 2 3 2 3 2 2 2 2 2 2 2 1 2 1 3 2 2 2 2 3 3 2 2 2 3 2 2 2 1 2 3 2 3 2 2 2 2 2 2 3 2 2 2 2 2 2 2]


LP:                Optimal objective value is 133.875000.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.11         0              -              -                                          
   20000     14.13         0              -              -                                          
   27786     19.41         1   1.360000e+02   7.352887e-04                                          
   37786     25.77         1   1.360000e+02   7.352887e-04                                          
   41170     27.86         1   1.360000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 136, [k, d, n] = [6, 68, 136], x = [ 2.000000e+00 2 2.000000e+00 3.000000e+00 1 2.000000e+00 2 0 2.000000e+00 2 2.000000e+00 2.000000e+00 3.000000e+00 2 2 2 2.000000e+00 2.000000e+00 2.000000e+00 3.000000e+00 2.000000e+00 2 3.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00 3.000000e+00 2.000000e+00 2.000000e+00 3.000000e+00 3.000000e+00 2 1.000000e+00 2 2.000000e+00 3.000000e+00 2.000000e+00 1 3 2.000000e+00 2 3.000000e+00 3.000000e+00 3.000000e+00 2.000000e+00 3 3.000000e+00 2.000000e+00 2 2.000000e+00 2.000000e+00 3.000000e+00 2 2.000000e+00 2.000000e+00 2.000000e+00 2 1.000000e+00 2.000000e+00 2 2 3.000000e+00 2]


LP:                Optimal objective value is 135.843750.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
    3416      2.31         1   1.450000e+02   4.828243e+00                                          
    3636      2.42         2   1.390000e+02   7.201387e-01                                          
   13636      9.42         2   1.390000e+02   7.201387e-01                                          
   23636     16.46         2   1.390000e+02   7.201387e-01                                          
   33636     23.37         2   1.390000e+02   7.201387e-01                                          
   43636     30.29         2   1.390000e+02   7.201387e-01                                          
   53636     37.32         2   1.390000e+02   7.201387e-01                                          
   63636     44.24         2   1.390000e+02   7.201387e-01                                          
   73636     51.09         2   1.390000e+02   7.201387e-01                                          
   83636     57.71         2   1.390000e+02   7.201387e-01                                          
   93636     64.30         2   1.390000e+02   7.201387e-01                                          
  103636     70.51         2   1.390000e+02   7.201387e-01                                          
  113636     76.91         2   1.390000e+02   7.201387e-01                                          
  123636     83.23         2   1.390000e+02   7.201387e-01                                          
  133636     89.14         2   1.390000e+02   7.201387e-01                                          
  143636     95.24         2   1.390000e+02   7.201387e-01                                          
  153636    100.95         2   1.390000e+02   7.201387e-01                                          
  163636    106.58         2   1.390000e+02   7.201387e-01                                          
  173636    112.51         2   1.390000e+02   7.201387e-01                                          
  183636    118.08         2   1.390000e+02   7.201387e-01                                          
  193636    123.68         2   1.390000e+02   7.201387e-01                                          
  203636    129.53         2   1.390000e+02   7.201387e-01                                          
  213636    135.07         2   1.390000e+02   7.201387e-01                                          
  223636    140.65         2   1.390000e+02   7.201387e-01                                          
  233636    146.14         2   1.390000e+02   7.201387e-01                                          
  243636    151.94         2   1.390000e+02   7.201387e-01                                          
  253636    157.36         2   1.390000e+02   7.201387e-01                                          
  263636    162.79         2   1.390000e+02   7.201387e-01                                          
  273636    168.23         2   1.390000e+02   7.201387e-01                                          
  283636    173.66         2   1.390000e+02   7.201387e-01                                          
  293636    179.13         2   1.390000e+02   7.201387e-01                                          
  303636    184.88         2   1.390000e+02   7.201387e-01                                          
  313636    190.27         2   1.390000e+02   7.201387e-01                                          
  323636    195.61         2   1.390000e+02   7.201387e-01                                          
  333636    201.02         2   1.390000e+02   7.201387e-01                                          
  343636    206.43         2   1.390000e+02   7.201387e-01                                          
  353636    211.75         2   1.390000e+02   7.201387e-01                                          
  363636    217.14         2   1.390000e+02   7.201387e-01                                          
  373636    222.50         2   1.390000e+02   7.201387e-01                                          
  383636    227.88         2   1.390000e+02   7.201387e-01                                          
  393636    233.33         2   1.390000e+02   7.201387e-01                                          
  403636    238.73         2   1.390000e+02   7.201387e-01                                          
  413636    244.44         2   1.390000e+02   7.201387e-01                                          
  423636    249.79         2   1.390000e+02   7.201387e-01                                          
  433636    255.11         2   1.390000e+02   7.201387e-01                                          
  443636    260.36         2   1.390000e+02   7.201387e-01                                          
  453636    265.51         2   1.390000e+02   7.201387e-01                                          
  463636    270.47         2   1.390000e+02   7.201387e-01                                          
  473636    275.90         2   1.390000e+02   7.201387e-01                                          
  483636    281.25         2   1.390000e+02   7.201387e-01                                          
  493636    286.67         2   1.390000e+02   7.201387e-01                                          
  503636    292.13         2   1.390000e+02   7.201387e-01                                          
  513636    297.51         2   1.390000e+02   7.201387e-01                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 139, [k, d, n] = [6, 69, 139], x = [ 2 2 3 1 1 3 2 2 2 3 3 0 3 2 2 1 2 2 3 3 1 3 2 2 3 3 1 2 3 2 3 2 2 3 2 1 2 2 2 2 3 2 3 1 2 3 3 3 3 2 3 2 3 2 2 1 2 1 3 3 3 2 2]


LP:                Optimal objective value is 137.812500.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.13         0              -              -                                          
   20000     14.30         0              -              -                                          
   30000     21.28         0              -              -                                          
   40000     28.19         0              -              -                                          
   50000     35.15         0              -              -                                          
   56003     39.33         1   1.400000e+02   7.142806e-04                                          
   60917     42.62         1   1.400000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 140, [k, d, n] = [6, 70, 140], x = [ 2 3 3 2 3 2 3 2 3 1 2 2 2 3 2 2 3 2 1 2 2 3 2 2 2 2 2 2 2 3 3 2 3 1 2 3 2 2 3 2 3 3 3 1 3 2 1 2 2 2 2 3 2 2 1 2 2 3 2 3 2 2 2]


LP:                Optimal objective value is 139.781250.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.07         0              -              -                                          
   20000     14.12         0              -              -                                          
   30000     21.04         0              -              -                                          
   40000     27.80         0              -              -                                          
   50000     34.97         0              -              -                                          
   60000     41.98         0              -              -                                          
   70000     48.94         0              -              -                                          
   80000     55.86         0              -              -                                          
   90000     62.67         0              -              -                                          
  100000     69.62         0              -              -                                          
  102240     71.04         1   1.420000e+02   7.042204e-04                                          
  109440     75.94         1   1.420000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 142, [k, d, n] = [6, 71, 142], x = [ 3 2 2 3 3 2 2 2 2 1 3 1 2 2 2 2 2 3 3 2 2 2 2 2 2 1 3 2 2 3 3 2 2 3 2 3 2 2 3 2 2 2 3 2 2 3 3 2 2 2 3 3 2 2 3 2 2 3 2 2 2 2 2]


LP:                Optimal objective value is 141.750000.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
      82      0.08         1   1.430000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 143, [k, d, n] = [6, 72, 143], x = [ 3 2 3.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 2 1.000000e+00 3 3 3.000000e+00 1 1 2 2.000000e+00 3.000000e+00 2.000000e+00 2 3 1.000000e+00 2 1.000000e+00 3 3 1 3 3.000000e+00 2 2 3 1.000000e+00 3 3 2 3.000000e+00 1.000000e+00 3.000000e+00 3 3 1.000000e+00 3.000000e+00 3.000000e+00 3 3.000000e+00 2.000000e+00 1.000000e+00 3 3.000000e+00 1.000000e+00 2.000000e+00 2 3 2 3 2 3.000000e+00 2 1 3.000000e+00 3 3 3.000000e+00 3.000000e+00]


LP:                Optimal objective value is 143.718750.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.05         0              -              -                                          
   20000     14.32         0              -              -                                          
   30000     21.34         0              -              -                                          
   40000     28.31         0              -              -                                          
   50000     35.22         0              -              -                                          
   60000     42.15         0              -              -                                          
   70000     49.11         0              -              -                                          
   80000     56.03         0              -              -                                          
   90000     62.93         0              -              -                                          
  100000     70.00         0              -              -                                          
  110000     76.88         0              -              -                                          
  120000     83.66         0              -              -                                          
  130000     90.31         0              -              -                                          
  140000     96.99         0              -              -                                          
  150000    103.60         0              -              -                                          
  160000    109.96         0              -              -                                          
  170000    116.24         0              -              -                                          
  180000    122.55         0              -              -                                          
  190000    128.89         0              -              -                                          
  200000    135.14         0              -              -                                          
  210000    141.23         0              -              -                                          
  220000    147.28         0              -              -                                          
  230000    153.25         0              -              -                                          
  240000    159.17         0              -              -                                          
  250000    164.91         0              -              -                                          
  260000    170.69         0              -              -                                          
  270000    176.14         0              -              -                                          
  280000    181.65         0              -              -                                          
  290000    186.92         0              -              -                                          
  300000    191.89         0              -              -                                          
  310000    196.78         0              -              -                                          
  320000    201.43         0              -              -                                          
  330000    205.95         0              -              -                                          
  340000    210.55         0              -              -                                          
  350000    214.94         0              -              -                                          
  360000    219.20         0              -              -                                          
  370000    223.72         0              -              -                                          
  380000    228.15         0              -              -                                          
  390000    232.38         0              -              -                                          
  400000    236.53         0              -              -                                          
  410000    240.72         0              -              -                                          
  420000    245.31         0              -              -                                          
  427820    249.40         1   1.470000e+02   6.809477e-01                                          
  437820    257.60         1   1.470000e+02   6.809477e-01                                          
  447820    264.58         1   1.470000e+02   6.809477e-01                                          
  457820    271.75         1   1.470000e+02   6.809477e-01                                          
  467820    278.68         1   1.470000e+02   6.809477e-01                                          
  477820    285.59         1   1.470000e+02   6.809477e-01                                          
  487820    292.47         1   1.470000e+02   6.809477e-01                                          
  497820    299.36         1   1.470000e+02   6.809477e-01                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 147, [k, d, n] = [6, 73, 147], x = [ 2 3 2 3 2 2 3 3 3 3 3 3 2 3 1 2 2 2 1 2 3 3 2 2 2 2 2 2 2 3 2 2 2 3 3 2 3 2 1 2 3 2 3 3 1 3 0 3 3 3 2 3 2 3 3 2 2 3 3 2 1 2 3]


LP:                Optimal objective value is 145.687500.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.04         0              -              -                                          
   20000     14.18         0              -              -                                          
   30000     21.22         0              -              -                                          
   40000     28.28         0              -              -                                          
   50000     35.33         0              -              -                                          
   60000     42.31         0              -              -                                          
   70000     49.25         0              -              -                                          
   80000     56.16         0              -              -                                          
   90000     63.02         0              -              -                                          
  100000     70.00         0              -              -                                          
  108448     75.52         1   1.480000e+02   6.756711e-04                                          
  118448     82.65         1   1.480000e+02   6.756711e-04                                          
  128448     89.22         1   1.480000e+02   6.756711e-04                                          
  138448     95.78         1   1.480000e+02   6.756711e-04                                          
  148448    102.37         1   1.480000e+02   6.756711e-04                                          
  158448    108.90         1   1.480000e+02   6.756711e-04                                          
  168448    115.43         1   1.480000e+02   6.756711e-04                                          
  178448    121.90         1   1.480000e+02   6.756711e-04                                          
  188448    128.36         1   1.480000e+02   6.756711e-04                                          
  198448    134.75         1   1.480000e+02   6.756711e-04                                          
  208448    141.13         1   1.480000e+02   6.756711e-04                                          
  218448    147.44         1   1.480000e+02   6.756711e-04                                          
  228448    153.60         1   1.480000e+02   6.756711e-04                                          
  238448    160.21         1   1.480000e+02   6.756711e-04                                          
  248448    166.55         1   1.480000e+02   6.756711e-04                                          
  258448    173.10         1   1.480000e+02   6.756711e-04                                          
  268448    179.76         1   1.480000e+02   6.756711e-04                                          
  278448    186.48         1   1.480000e+02   6.756711e-04                                          
  288448    193.25         1   1.480000e+02   6.756711e-04                                          
  298448    199.99         1   1.480000e+02   6.756711e-04                                          
  308448    206.72         1   1.480000e+02   6.756711e-04                                          
  318448    213.39         1   1.480000e+02   6.756711e-04                                          
  328448    220.35         1   1.480000e+02   6.756711e-04                                          
  338448    227.00         1   1.480000e+02   6.756711e-04                                          
  348448    233.55         1   1.480000e+02   6.756711e-04                                          
  358448    240.07         1   1.480000e+02   6.756711e-04                                          
  368448    246.51         1   1.480000e+02   6.756711e-04                                          
  378448    252.88         1   1.480000e+02   6.756711e-04                                          
  388448    259.16         1   1.480000e+02   6.756711e-04                                          
  398448    265.40         1   1.480000e+02   6.756711e-04                                          
  408448    271.53         1   1.480000e+02   6.756711e-04                                          
  418448    278.04         1   1.480000e+02   6.756711e-04                                          
  428448    284.50         1   1.480000e+02   6.756711e-04                                          
  438448    290.94         1   1.480000e+02   6.756711e-04                                          
  448448    297.38         1   1.480000e+02   6.756711e-04                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 148, [k, d, n] = [6, 74, 148], x = [ 3.000000e+00 2 0 3 2.000000e+00 3 3 2.000000e+00 3 2 3.000000e+00 2 3 2.000000e+00 3 3 3.000000e+00 3 2.000000e+00 2 3 3 2.000000e+00 2 2.000000e+00 3 2 3.000000e+00 2 3 2.000000e+00 2 3 3.000000e+00 3.000000e+00 1 3.000000e+00 3 2 3 2 2 2 2 2.000000e+00 3 3 2.000000e+00 2 2 2.000000e+00 2.000000e+00 3 2 2 3 2 1 1 3 1.000000e+00 2.000000e+00 3]


LP:                Optimal objective value is 147.656250.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
     752      0.50         1   1.520000e+02   1.316439e+00                                          
    1124      0.75         2   1.500000e+02   6.666622e-04                                          
   11124      7.68         2   1.500000e+02   6.666622e-04                                          
   21124     14.48         2   1.500000e+02   6.666622e-04                                          
   31124     21.47         2   1.500000e+02   6.666622e-04                                          
   41124     28.30         2   1.500000e+02   6.666622e-04                                          
   51124     35.13         2   1.500000e+02   6.666622e-04                                          
   61124     42.24         2   1.500000e+02   6.666622e-04                                          
   71124     48.92         2   1.500000e+02   6.666622e-04                                          
   81124     55.58         2   1.500000e+02   6.666622e-04                                          
   91124     62.18         2   1.500000e+02   6.666622e-04                                          
  101124     68.83         2   1.500000e+02   6.666622e-04                                          
  111124     75.41         2   1.500000e+02   6.666622e-04                                          
  121124     81.93         2   1.500000e+02   6.666622e-04                                          
  131124     88.41         2   1.500000e+02   6.666622e-04                                          
  141124     94.83         2   1.500000e+02   6.666622e-04                                          
  151124    101.18         2   1.500000e+02   6.666622e-04                                          
  161124    107.50         2   1.500000e+02   6.666622e-04                                          
  171124    113.74         2   1.500000e+02   6.666622e-04                                          
  181124    119.96         2   1.500000e+02   6.666622e-04                                          
  191124    126.05         2   1.500000e+02   6.666622e-04                                          
  201124    132.37         2   1.500000e+02   6.666622e-04                                          
  211124    138.87         2   1.500000e+02   6.666622e-04                                          
  221124    145.28         2   1.500000e+02   6.666622e-04                                          
  231124    151.76         2   1.500000e+02   6.666622e-04                                          
  241124    158.14         2   1.500000e+02   6.666622e-04                                          
  251124    164.60         2   1.500000e+02   6.666622e-04                                          
  261124    170.99         2   1.500000e+02   6.666622e-04                                          
  271124    177.40         2   1.500000e+02   6.666622e-04                                          
  281124    183.75         2   1.500000e+02   6.666622e-04                                          
  291124    190.07         2   1.500000e+02   6.666622e-04                                          
  301124    196.31         2   1.500000e+02   6.666622e-04                                          
  311124    202.58         2   1.500000e+02   6.666622e-04                                          
  321124    208.76         2   1.500000e+02   6.666622e-04                                          
  331124    214.95         2   1.500000e+02   6.666622e-04                                          
  341124    221.08         2   1.500000e+02   6.666622e-04                                          
  351124    227.18         2   1.500000e+02   6.666622e-04                                          
  361124    233.27         2   1.500000e+02   6.666622e-04                                          
  371124    239.24         2   1.500000e+02   6.666622e-04                                          
  381124    245.31         2   1.500000e+02   6.666622e-04                                          
  391124    251.94         2   1.500000e+02   6.666622e-04                                          
  401124    258.45         2   1.500000e+02   6.666622e-04                                          
  411124    264.89         2   1.500000e+02   6.666622e-04                                          
  421124    271.35         2   1.500000e+02   6.666622e-04                                          
  431124    277.71         2   1.500000e+02   6.666622e-04                                          
  441124    284.09         2   1.500000e+02   6.666622e-04                                          
  451124    290.39         2   1.500000e+02   6.666622e-04                                          
  461124    296.68         2   1.500000e+02   6.666622e-04                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 150, [k, d, n] = [6, 75, 150], x = [ 3 2 3 2 1 2 2 1 3 3 3 2 2 2 2 3 2 2 3 1 2 2 3 3 1 3 3 2 2 3 0 3 3 2 3 2 3 3 3 2 3 3 3 3 2 2 3 3 1 2 2 3 2 3 2 3 2 1 3 3 3 3 3]


LP:                Optimal objective value is 149.625000.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
    1639      1.18         1   1.510000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 151, [k, d, n] = [6, 76, 151], x = [ 3.000000e+00 3.000000e+00 3.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00 1 3.000000e+00 2.000000e+00 2.000000e+00 3 1.000000e+00 1 2.000000e+00 3.000000e+00 3.000000e+00 1.000000e+00 3.000000e+00 3.000000e+00 1.000000e+00 2.000000e+00 3.000000e+00 2.000000e+00 3.000000e+00 3.000000e+00 2.000000e+00 3.000000e+00 2.000000e+00 3.000000e+00 3.000000e+00 3 2.000000e+00 3.000000e+00 3.000000e+00 3.000000e+00 3 2.000000e+00 2.000000e+00 3.000000e+00 3.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00 3 1.000000e+00 3.000000e+00 2.000000e+00 3.000000e+00 2 1.000000e+00 3.000000e+00 3.000000e+00 3.000000e+00 3.000000e+00 3 3 2.000000e+00 3 2.000000e+00 2.000000e+00 2.000000e+00 2 2.000000e+00]


LP:                Optimal objective value is 151.593750.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
    3371      2.35         1   1.600000e+02   3.750602e+00                                          
    3975      2.67         2   1.560000e+02   1.282684e+00                                          
    5702      3.81         3   1.540000e+02   6.493464e-04                                          
   15702     10.64         3   1.540000e+02   6.493464e-04                                          
   25702     17.35         3   1.540000e+02   6.493464e-04                                          
   35702     24.07         3   1.540000e+02   6.493464e-04                                          
   45702     30.75         3   1.540000e+02   6.493464e-04                                          
   55702     37.44         3   1.540000e+02   6.493464e-04                                          
   65702     44.24         3   1.540000e+02   6.493464e-04                                          
   75702     50.70         3   1.540000e+02   6.493464e-04                                          
   85702     57.17         3   1.540000e+02   6.493464e-04                                          
   95702     63.58         3   1.540000e+02   6.493464e-04                                          
  105702     70.00         3   1.540000e+02   6.493464e-04                                          
  115702     76.41         3   1.540000e+02   6.493464e-04                                          
  125702     82.74         3   1.540000e+02   6.493464e-04                                          
  135702     89.12         3   1.540000e+02   6.493464e-04                                          
  145702     95.41         3   1.540000e+02   6.493464e-04                                          
  155702    101.82         3   1.540000e+02   6.493464e-04                                          
  165702    108.14         3   1.540000e+02   6.493464e-04                                          
  175702    114.43         3   1.540000e+02   6.493464e-04                                          
  185702    120.70         3   1.540000e+02   6.493464e-04                                          
  195702    126.92         3   1.540000e+02   6.493464e-04                                          
  205702    133.15         3   1.540000e+02   6.493464e-04                                          
  215702    139.34         3   1.540000e+02   6.493464e-04                                          
  225702    145.49         3   1.540000e+02   6.493464e-04                                          
  235702    151.63         3   1.540000e+02   6.493464e-04                                          
  245702    157.70         3   1.540000e+02   6.493464e-04                                          
  255702    163.74         3   1.540000e+02   6.493464e-04                                          
  265702    169.74         3   1.540000e+02   6.493464e-04                                          
  275702    175.70         3   1.540000e+02   6.493464e-04                                          
  285702    181.68         3   1.540000e+02   6.493464e-04                                          
  295702    187.59         3   1.540000e+02   6.493464e-04                                          
  305702    193.50         3   1.540000e+02   6.493464e-04                                          
  315702    199.29         3   1.540000e+02   6.493464e-04                                          
  325702    205.14         3   1.540000e+02   6.493464e-04                                          
  335702    210.93         3   1.540000e+02   6.493464e-04                                          
  345702    216.62         3   1.540000e+02   6.493464e-04                                          
  355702    222.00         3   1.540000e+02   6.493464e-04                                          
  365702    227.82         3   1.540000e+02   6.493464e-04                                          
  375702    234.30         3   1.540000e+02   6.493464e-04                                          
  385702    240.75         3   1.540000e+02   6.493464e-04                                          
  395702    247.21         3   1.540000e+02   6.493464e-04                                          
  405702    253.53         3   1.540000e+02   6.493464e-04                                          
  415702    259.93         3   1.540000e+02   6.493464e-04                                          
  425702    266.28         3   1.540000e+02   6.493464e-04                                          
  435702    272.66         3   1.540000e+02   6.493464e-04                                          
  445702    279.38         3   1.540000e+02   6.493464e-04                                          
  455702    285.64         3   1.540000e+02   6.493464e-04                                          
  465702    291.89         3   1.540000e+02   6.493464e-04                                          
  475702    298.07         3   1.540000e+02   6.493464e-04                                          

Solver stopped prematurely. Integer feasible point found.

Intlinprog stopped because it exceeded the time limit, options.MaxTime = 300 (the selected value). The intcon variables
are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 154, [k, d, n] = [6, 77, 154], x = [ 2 3 1 3 3 3 2.000000e+00 3 3 3 2 2 2 3 3 2 2 2.000000e+00 3 2 3 2 3.000000e+00 2 1 3 3 3 3 3 3 2 3 2 2 2 2 2 3 3 3 1 2 2.000000e+00 2 3 2 2 3 2 2 2 3 3.000000e+00 2 3.000000e+00 3 2 2.000000e+00 3 2.000000e+00 3 3]


LP:                Optimal objective value is 153.562500.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.08         0              -              -                                          
   20000     14.23         0              -              -                                          
   30000     21.34         0              -              -                                          
   37261     26.41         1   1.550000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 155, [k, d, n] = [6, 78, 155], x = [ 2 2.000000e+00 2 3.000000e+00 2 2.000000e+00 3 3.000000e+00 3.000000e+00 3 3.000000e+00 3.000000e+00 2 3.000000e+00 2 2 2.000000e+00 2.000000e+00 2.000000e+00 3.000000e+00 3.000000e+00 3.000000e+00 2.000000e+00 2.000000e+00 2 2.000000e+00 3.000000e+00 2.000000e+00 2 3.000000e+00 2.000000e+00 2.000000e+00 2.000000e+00 3 3.000000e+00 2.000000e+00 3.000000e+00 3.000000e+00 2.000000e+00 2.000000e+00 3.000000e+00 2 3.000000e+00 3 2 3.000000e+00 2 3 2 3.000000e+00 1 3.000000e+00 3.000000e+00 3.000000e+00 3.000000e+00 2.000000e+00 2.000000e+00 3 3.000000e+00 2 2.000000e+00 2 3.000000e+00]


LP:                Optimal objective value is 155.531250.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.11         0              -              -                                          
   20000     14.23         0              -              -                                          
   30000     21.18         0              -              -                                          
   32980     23.09         1   1.570000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 157, [k, d, n] = [6, 79, 157], x = [ 3 3 3 3 3 2 2 3 2 2 2 2 2 3 3 3 2 2 2 2 3 2 2 3 2 2 2 3 3 2 3 3 2 2 3 2 3 3 2 3 2 3 3 3 2 3 3 3 3 2 2 3 3 2 2 2 3 2 3 2 3 2 2]


LP:                Optimal objective value is 157.500000.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
       1      0.03         1   1.580000e+02   0.000000e+00                                          

Optimal solution found.

Intlinprog stopped because the objective value is within a gap tolerance of the optimal value; options.TolGapAbs = 0 (the
default value). The intcon variables are integer within tolerance, options.TolInteger = 1e-05 (the default value).

Gries_bound = 158, [k, d, n] = [6, 80, 158], x = [ 3 3 3 2 2 2 2 3 2 2 3 2 2 2 3 3 2 3 3 2 2 3 2 3 3 2 3 2 3 3 3 2 3 3 3 3 2 2 3 3 2 2 2 3 2 3 2 3 2 2 3 3 3 3 3 3 2 3 2 2 2 2 2]


LP:                Optimal objective value is 159.468750.                                           

Branch and Bound:

   nodes     total   num int        integer       relative                                          
explored  time (s)  solution           fval        gap (%)                                         
   10000      7.14         0              -              -                                          
   20000     14.32         0              -              -                                          
   30000     21.36         0              -              -                                          
   40000     28.31         0              -              -                                          
   50000     35.21         0              -              -                                          
   60000     41.90         0              -              -                                          
   70000     48.72         0              -              -                                          
   80000     55.47         0              -              -                                          
   90000     61.92         0              -              -                                          
  100000     68.83         0              -              -                                          
  110000     75.63         0              -              -                                          
  120000     82.34         0              -              -                                          
  130000     88.97         0              -              -                                          
  140000     95.64         0              -              -                                          
  150000    102.29         0              -              -                                          
  160000    108.90         0              -              -                                          
